okp_code,section,code,display_name,base_price
A16.07.006.ZZZ.(052),ТРАНСФЕРЫ,811300,Протезирование зуба с использованием имплантата: применение трансфер чека,1700
A16.07.006.ZZZ.(001),ТРАНСФЕРЫ,811301,Протезирование зуба с использованием имплантата: использование слепочного трансфера Astra Tech (Швеция),5400
A16.07.006.ZZZ.(002),ТРАНСФЕРЫ,811302,Протезирование зуба с использованием имплантата: использование слепочного трансфера Straumann (Швейцария),4900
A16.07.006.ZZZ.(003),ТРАНСФЕРЫ,811303,Протезирование зуба с использованием имплантата: использование слепочного трансфера Osstem (Южная Корея),4100
A16.07.006.ZZZ.(004),ТРАНСФЕРЫ,811304,Протезирование зуба с использованием имплантата: использование слепочного трансфера мультиюнита Medentika (Германия),4300
A16.07.006.ZZZ.(005),ТРАНСФЕРЫ,811305,Протезирование зуба с использованием имплантата: использование слепочного трансфера мультиюнита Straumann (Швейцария),5400
A16.07.006.ZZZ.(006),ТРАНСФЕРЫ,811306,Протезирование зуба с использованием имплантата: использование слепочного трансфера мультиюнита Osstem (Южная Корея),4100
A16.07.006.ZZZ.(007),ТРАНСФЕРЫ,811307,Протезирование зуба с использованием имплантата: использование абатмента для сканирования Medentika (Германия),4300
A16.07.006.ZZZ.(048),ТРАНСФЕРЫ,811308,Протезирование зуба с использованием имплантата: использование абатмента для сканирования Straumann (Швейцария),5400
A16.07.006.ZZZ.(009),ТРАНСФЕРЫ,811309,Протезирование зуба с использованием имплантата: использование абатмента для сканирования Osstem (Южная Корея),5400
A16.07.006.ZZZ.(110),АНАЛОГИ,811400,Протезирование зуба с использованием имплантата: использование аналога имлантата Astra Tech (Швеция),3300
A16.07.006.ZZZ.(111),АНАЛОГИ,811401,Протезирование зуба с использованием имплантата: использование аналога имлантата Straumann (Швейцария),4300
A16.07.006.ZZZ.(112),АНАЛОГИ,811402,Протезирование зуба с использованием имплантата: использование аналога имлантата Osstem (Южная Корея),2800
A16.07.006.ZZZ.(113),АНАЛОГИ,811403,Протезирование зуба с использованием имплантата: использование аналога мультиюнита Medentika (Германия),2700
A16.07.006.ZZZ.(114),АНАЛОГИ,811404,Протезирование зуба с использованием имплантата: использование аналога мультиюнита Straumann (Швейцария),4300
A16.07.006.ZZZ.(115),АНАЛОГИ,811405,Протезирование зуба с использованием имплантата: использование аналога мультиюнита Osstem (Южная Корея),2800
A16.07.006.ZZZ.(116),АНАЛОГИ,811406,Протезирование зуба с использованием имплантата: использование цифрового аналога Medentika (Германия),2700
A16.07.006.ZZZ.(117),АНАЛОГИ,811407,Протезирование зуба с использованием имплантата: использование цифрового аналога Straumann (Швейцария),4300
A16.07.006.ZZZ.(118),АНАЛОГИ,811408,Протезирование зуба с использованием имплантата: использование цифрового аналога Osstem (Южная Корея),3000
A16.07.006.ZZZ.(119),МУЛЬТИЮНИТ-АБАТМЕНТЫ,811500,Протезирование зуба с использованием имплантата: использование прямого мультиюнит абатмента Medentika (Германия),5900
A16.07.006.ZZZ.(120),МУЛЬТИЮНИТ-АБАТМЕНТЫ,811501,Протезирование зуба с использованием имплантата: использование прямого мультиюнит абатмента Straumann (Швейцария),8100
A16.07.006.ZZZ.(021),МУЛЬТИЮНИТ-АБАТМЕНТЫ,811502,Протезирование зуба с использованием имплантата: использование прямого мультиюнит абатмента Osstem (Южная Корея),7300
A16.07.006.ZZZ.(022),МУЛЬТИЮНИТ-АБАТМЕНТЫ,811503,Протезирование зуба с использованием имплантата: использование углового мультиюнит абатмента Medentika (Германия),6600
A16.07.006.ZZZ.(123),МУЛЬТИЮНИТ-АБАТМЕНТЫ,811504,Протезирование зуба с использованием имплантата: использование углового мультиюнит абатмента Straumann (Швейцария),8100
A16.07.006.ZZZ.(024),МУЛЬТИЮНИТ-АБАТМЕНТЫ,811505,Протезирование зуба с использованием имплантата: использование углового мультиюнит абатмента Osstem (Южная Корея),8000
A16.07.006.ZZZ.(025),ВРЕМЕННЫЕ АБАТМЕНТЫ,811600,Протезирование зуба с использованием имплантата: использование временного абатмента Astra Tech (Швеция),5400
A16.07.006.ZZZ.(026),ВРЕМЕННЫЕ АБАТМЕНТЫ,811601,Протезирование зуба с использованием имплантата: использование временного абатмента Straumann (Швейцария),6700
A16.07.006.ZZZ.(127),ВРЕМЕННЫЕ АБАТМЕНТЫ,811602,Протезирование зуба с использованием имплантата: использование временного абатмента Osstem (Южная Корея),4500
A16.07.006.ZZZ.(028),ПОСТОЯННЫЕ АБАТМЕНТЫ,811700,Протезирование зуба с использованием имплантата: использование титанового абатмента Astra Tech (Швеция),6500
A16.07.006.ZZZ.(029),ПОСТОЯННЫЕ АБАТМЕНТЫ,811701,Протезирование зуба с использованием имплантата: использование титанового абатмента Straumann (Швейцария),9700
A16.07.006.ZZZ.(130),ПОСТОЯННЫЕ АБАТМЕНТЫ,811702,Протезирование зуба с использованием имплантата: использование титанового абатмента Osstem (Южная Корея),7800
A16.07.006.ZZZ.(131),ТИТАНОВЫЕ ОСНОВАНИЯ,811800,Протезирование зуба с использованием имплантата: использование титанового основания Medentika (Германия),4900
A16.07.006.ZZZ.(132),ТИТАНОВЫЕ ОСНОВАНИЯ,811801,Протезирование зуба с использованием имплантата: использование титанового основания  Straumann (Швейцария),4900
A16.07.006.ZZZ.(033),ТИТАНОВЫЕ ОСНОВАНИЯ,811802,Протезирование зуба с использованием имплантата: использование титанового основания  Osstem (Южная Корея),5000
A16.07.006.ZZZ.(034),ТИТАНОВЫЕ ОСНОВАНИЯ,811900,Протезирование зуба с использованием имплантата: использование клинического винта Astra Tech (Швеция),2200
A16.07.006.ZZZ.(035),ТИТАНОВЫЕ ОСНОВАНИЯ,811901,Протезирование зуба с использованием имплантата: использование клинического винта Medentika (Германия),2200
A16.07.006.ZZZ.(036),ТИТАНОВЫЕ ОСНОВАНИЯ,811902,Протезирование зуба с использованием имплантата: использование клинического винта Straumann (Швейцария),2200
A16.07.006.ZZZ.(037),ТИТАНОВЫЕ ОСНОВАНИЯ,811903,Протезирование зуба с использованием имплантата: использование клинического винта  Osstem (Южная Корея),3600
A16.07.006.ZZZ.(138),ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812000,Протезирование зуба с использованием имплантата: использование абатмента шаровидного на имплантат Astra Tech (Швеция),16100
A16.07.006.ZZZ.(039),ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812001,Протезирование зуба с использованием имплантата: использование абатмента шаровидного на имплантат Straumann (Швейцария),16100
A16.07.006.ZZZ.(040),ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812002,Протезирование зуба с использованием имплантата: использование абатмента шаровидного на имплантат  Osstem (Южная Корея),13700
A16.07.006.ZZZ.(041),ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812003,Протезирование зуба с использованием имплантата: использование локатор-абатмента Medentika (Германия),8600
A16.07.006.ZZZ.(042),ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812004,Протезирование зуба с использованием имплантата: использование локатор-абатмента Straumann (Швейцария),10700
A16.07.006.ZZZ.(043),ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812005,Протезирование зуба с использованием имплантата: использование локатор-абатмента Osstem (Южная Корея),9900
A16.07.006.ZZZ.(044),ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812006,Протезирование зуба с использованием имплантата: использование матриц Medentika (Германия),8100
A16.07.006.ZZZ.(045),ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812007,Протезирование зуба с использованием имплантата: использование матриц Straumann (Швейцария),8100
A16.07.006.ZZZ.(046),ДЛЯ СЪЕМНОГО ПРОТЕЗИРОВАНИЯ,812008,Протезирование зуба с использованием имплантата: использование матриц Osstem (Южная Корея),8200
A16.07.006.ZZZ.(012),Временное протезирование с опорой на дентальные имплантаты,812100,Протезирование зуба с использованием имплантата: коронка временная на имплантат,8600
A16.07.006.ZZZ.(013),Временное протезирование с опорой на дентальные имплантаты,812101,Протезирование зуба с использованием имплантата: коронка временная пластмассовая CAD/CAM на имплантат,16100
A16.07.006.ZZZ.(011),Цементируемое протезирование с опорой на дентальные имплантаты,812200,Протезирование зуба с использованием имплантата: абатмент титановый фрезерованный по технологии CAD/CAM,16100
A16.07.006.ZZZ.(010),Цементируемое протезирование с опорой на дентальные имплантаты,812201,Протезирование зуба с использованием имплантата: абатмент из диоксида циркония по технологии CAD/CAM,26800
A16.07.006.ZZZ.(015),Цементируемое протезирование с опорой на дентальные имплантаты,812202,Протезирование зуба с использованием имплантата: коронка металлокерамическая с опорой на имплантат,21400
A16.07.006.ZZZ.(017),Цементируемое протезирование с опорой на дентальные имплантаты,812203,Протезирование зуба с использованием имплантата: коронка из диоксида циркония на имплантат методом окрашивания по технологии CAD/CAM,21400
A16.07.006.ZZZ.(016),Цементируемое протезирование с опорой на дентальные имплантаты,812204,Протезирование зуба с использованием имплантата: коронка керамическая на каркасе из диоксид циркония с опорой на имплантат,26800
A16.07.006.ZZZ.(018),Цементируемое протезирование с опорой на дентальные имплантаты,812205,Протезирование зуба с использованием имплантата: коронка из диоксида циркония на имплантат методом послойного нанесения с индивидуальной эстетикой,58900
A16.07.006.ZZZ.(008),Винтовое протезирование с опорой на дентальные имплантаты,812300,Протезирование зуба с использованием имплантата: титановое основание стандартное,9000
A16.07.006.ZZZ.(019),Винтовое протезирование с опорой на дентальные имплантаты,812301,Протезирование зуба с использованием имплантата: коронка металлокерамическая на имплантат с винтовой фиксацией,26800
A16.07.006.ZZZ.(020),Винтовое протезирование с опорой на дентальные имплантаты,812302,Протезирование зуба с использованием имплантата: коронка из диоксида циркония на имплантат методом окрашивания по технологии CAD/CAM с винтовой фиксацией,37500
A16.07.006.ZZZ.(014),Винтовое протезирование с опорой на дентальные имплантаты,812303,Протезирование зуба с использованием имплантата: коронка керамическая безметалловая на имплантат с винтовой фиксацией с индивидуальной эстетикой,58900
A16.07.006.ZZZ.(027),Условносъемное протезирование с опорой на дентальные имплантаты,812400,Протезирование зуба с использованием имплантата: установка съемного протеза на имплантаты с 2 шаровидными абатментами,96300
A16.07.006.ZZZ.(030),Условносъемное протезирование с опорой на дентальные имплантаты,812401,Протезирование зуба с использованием имплантата: установка условно-съемного протеза на имплантаты (all-on-4),224700
A16.07.006.ZZZ.(038),Условносъемное протезирование с опорой на дентальные имплантаты,812402,Протезирование зуба с использованием имплантата: установка условно-съемного протеза на имплантаты (all-on-6),278200
A16.07.006.022,Условносъемное протезирование с опорой на дентальные имплантаты,812403,Протезирование зуба с использованием имплантата: установка металлопластмассового протеза (фрезерованная балка) на 4-х имплантатах,224700
A16.07.006.ZZZ.(023),Условносъемное протезирование с опорой на дентальные имплантаты,812404,Протезирование зуба с использованием имплантата: установка металлопластмассового протеза (литая балка) на 4-х имплантатах,171200
A16.07.006.ZZZ.(031),Условносъемное протезирование с опорой на дентальные имплантаты,812405,Протезирование зуба с использованием имплантата: фрезерованная балка из диоксида циркония на 6 опорах с коронками из диоксида циркония,449400
A16.07.006.ZZZ.(032),Условносъемное протезирование с опорой на дентальные имплантаты,812406,Протезирование зуба с использованием имплантата: фрезерованная балка из диоксида циркония на 8 опорах с коронками из диоксида циркония,492200
A13.30.007.001,Детская стоматология,812500,Обучение гигиене полости рта у ребенка,1800
A16.07.001.ZZZ.(011),Детская стоматология,812501,"Удаление временного зуба (в период физиологической смены, подвижного)",1300
A16.07.001.ZZZ.(012),Детская стоматология,812502,Удаление временного зуба (простое),1300
A16.07.001.ZZZ.(013),Детская стоматология,812503,Удаление временного зуба (сложное),2000
A16.07.001.ZZZ.(014),Детская стоматология,812504,Удаление временного зуба (многокорневого в стадии обострения),2700
A16.07.001.ZZZ.(015),Детская стоматология,812505,Удаление временного зуба (многокорневого сложное),3000
A16.07.002.ZZZ.(021),Детская стоматология,812506,"Восстановление зуба пломбой I, II, III, V, VI класс по Блэку с использованием стоматологических цементов в детской стоматологии",4500
A16.07.002.ZZZ.(022),Детская стоматология,812507,"Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров в детской стоматологии",5100
A16.07.002.ZZZ.(023),Детская стоматология,812508,"Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров (Dyract 1)",4900
A16.07.002.ZZZ.(024),Детская стоматология,812509,"Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров (TWINKY STAR)",4900
A16.07.002.ZZZ.(025),Детская стоматология,812510,"Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров (временный зуб)",4500
A16.07.002.ZZZ.(026),Детская стоматология,812511,"Восстановление зуба пломбой I, V, VI класс по Блэку с использованием материалов из фотополимеров (постоянный зуб)",4900
A16.07.002.ZZZ.(027),Детская стоматология,812512,Восстановление зуба пломбой IV класс по Блэку с использованием материалов из фотополимеров в детской стоматологии,4900
A16.07.002.ZZZ.(028),Детская стоматология,812513,Восстановление зуба пломбой IV класс по Блэку с использованием материалов из фотополимеров (для постоянных зубов),5500
A16.07.002.ZZZ.(029),Детская стоматология,812514,Восстановление зуба пломбой IV класс по Блэку с использованием материалов из фотополимеров (Эстетическая реставрация зуба пациента детского возраста),7000
A16.07.002.ZZZ.(030),Детская стоматология,812515,Восстановление зуба пломбой IV класс по Блэку с использованием стеклоиномерных цементов в детский стоматологии,3900
A16.07.002.ZZZ.(031),Детская стоматология,812516,"Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку с использованием материалов из фотополимеров в детской стоматологии",3900
A16.07.002.ZZZ.(032),Детская стоматология,812517,"Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку с использованием материалов из фотополимеров (TWINKY STAR)",3200
A16.07.002.ZZZ.(033),Детская стоматология,812518,"Восстановление зуба пломбой с нарушением контактного пункта II, III класс по Блэку с использованием материалов из фотополимеров (для постоянных зубов)",5100
A16.07.002.ZZZ.(034),Детская стоматология,812519,"Наложение временной пломбы (с использованием материалов из фотополимеров, или стеклоиономерного цемента)",800
A16.07.002.ZZZ.(035),Детская стоматология,812520,"Наложение временной пломбы (изолирующей прокладки Dycal, Vitremer, Vitrebond, Fudji)",800
A16.07.008.ZZZ.(006),Детская стоматология,812521,Пломбирование одного корневого канала зуба гуттаперчевыми штифтами на основе гуттасилера,1100
A16.07.008.ZZZ.(007),Детская стоматология,812522,Пломбирование одного корневого канала зуба гуттаперчевыми штифтами на основе силера: AH+,1300
A16.07.008.ZZZ.(008),Детская стоматология,812523,"Пломбирование одного корневого канала зуба пастой Форедент, цинкоксид-эвгеноловой, эндометазоновой пастой",800
A16.07.009.ZZZ.(001),Детская стоматология,812524,"Пульпотомия (ампутация коронковой пульпы) (ProRoot MTA, Biodentine)",5200
A16.07.009.ZZZ.(002),Детская стоматология,812525,Пульпотомия (ампутация коронковой пульпы) (наложение биосовместимого материала),4100
A16.07.009.ZZZ.(003),Детская стоматология,812526,Пульпотомия (ампутация коронковой пульпы) (наложение резорцин-формалиновой смеси),3000
A16.30.084.ZZZ.(001),Детская стоматология,812527,"Пластика уздечки языка, нижней и верхней губы в детской стоматологии",6700
A16.07.044.ZZZ.(001),Детская стоматология,812528,Пластика уздечки языка (у новорожденного),5000
A16.07.051.ZZZ.(003),Детская стоматология,812529,"Профессиональная гигиена полости рта и зубов (временный, сменный прикус)",5200
A16.07.051(004),Детская стоматология,812530,Профессиональная гигиена полости рта и зубов (постоянный прикус),6400
A16.07.057.ZZZ.(002),Детская стоматология,812531,Запечатывание фиссуры зуба герметиком (инвазивная - с препарированием),3900
A16.07.057.ZZZ.(003),Детская стоматология,812532,Запечатывание фиссуры зуба герметиком (неинвазивная - без препарирования),3000
A16.07.057.ZZZ.(004),Детская стоматология,812533,"Запечатывание фиссуры зуба герметиком (временного зуба, молочного моляра)",2000
A16.30.ZZZ.(086),Детская стоматология,812534,Лечение кариеса с применением неинвазивной технологии Айкон,4900
A16.07.004.ZZZ.(019),Детская стоматология,812535,Покрытие педиатрическими  полосками коронки 3M ™ ESPE ™ (1 зуб),4300
A16.07.004.ZZZ.(018),Детская стоматология,812536,Восстановление молочного зуба индивидуальной эстетической коронкой,10500
A16.07.004.ZZZ.(020),Детская стоматология,812537,Покрытие временных зубов 3M Stainless Steel Crowns Коронками из нержавеющей стали,4300
A16.07.001.ZZZ.(016),Детская стоматология,812538,Удаление корня молочного зуба,1100
A15.07.002.002,Детская стоматология,812539,Перевязка после хирургических вмешательств в полости рта,900
A16.30.032.ZZZ.(008),Детская стоматология,812540,Иссечение новообразований на слизистой и мягких тканях полости рта ( с последующим гистологическим исследованием),5200
A11.30.ZZZ.(085),Детская стоматология,812541,Покрытие временных зубов Saforide ( 1 зуб),1100
A16.07.010.ZZZ.(001),Детская стоматология,812542,"Раскрытие полости зуба, эвакуация распада пульпы (периодонтит 1 сеанс)",2000
